fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,0
,,,,,,,,,,,5.0
,,,,,,,,,,,4.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,7.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,4.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,7.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,4.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,7.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,7.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,8.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,4.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,7.0
,,,,,,,,,,,6.0
,,,,,,,,,,,7.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,7.0
,,,,,,,,,,,6.0
,,,,,,,,,,,7.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,7.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,4.0
,,,,,,,,,,,8.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,7.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,7.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,4.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,8.0
,,,,,,,,,,,7.0
,,,,,,,,,,,5.0
,,,,,,,,,,,7.0
,,,,,,,,,,,5.0
,,,,,,,,,,,7.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,7.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,7.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,4.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,4.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,4.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,7.0
,,,,,,,,,,,4.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,7.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,7.0
,,,,,,,,,,,7.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,4.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,7.0
,,,,,,,,,,,5.0
,,,,,,,,,,,4.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,7.0
,,,,,,,,,,,4.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,7.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,7.0
,,,,,,,,,,,5.0
,,,,,,,,,,,7.0
,,,,,,,,,,,6.0
,,,,,,,,,,,7.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,8.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,4.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,4.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,7.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,7.0
,,,,,,,,,,,5.0
,,,,,,,,,,,4.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,4.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,7.0
,,,,,,,,,,,5.0
,,,,,,,,,,,6.0
,,,,,,,,,,,6.0
,,,,,,,,,,,5.0
,,,,,,,,,,,7.0
,,,,,,,,,,,5.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,3.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
,,,,,,,,,,,4.0
